Base position	No. reads	Exon
108358868	156	20.0
108358869	156	20.0
108358870	156	20.0
108358871	156	20.0
108358872	156	20.0
108358873	156	20.0
108358874	156	20.0
108358875	156	20.0
108358876	156	20.0
108358877	156	20.0
108358878	156	20.0
108358879	132	20.0
108358880	132	20.0
108358881	132	20.0
108358882	132	20.0
108358883	132	20.0
108358884	132	20.0
108358885	132	20.0
108358886	132	20.0
108358887	132	20.0
108358888	90	20.0
108358889	90	20.0
108358890	90	20.0
108358891	90	20.0
108358892	90	20.0
108358893	90	20.0
108358894	90	20.0
108358895	110	20.0
108358896	110	20.0
108358897	110	20.0
108358898	110	20.0
108358899	110	20.0
108358900	110	20.0
108358901	110	20.0
108358902	110	20.0
108358903	132	20.0
108358904	132	20.0
108358905	132	20.0
108358906	132	20.0
108358907	132	20.0
108358908	132	20.0
108358909	132	20.0
108358910	132	20.0
108358911	132	20.0
108358912	132	20.0
108358913	132	20.0
108358914	132	20.0
108358915	156	20.0
108358916	156	20.0
108358917	132	20.0
108358918	132	20.0
108358919	156	20.0
108358920	156	20.0
108358921	156	20.0
108358922	156	20.0
108358923	210	20.0
108358924	182	20.0
108358925	182	20.0
108358926	182	20.0
108358927	182	20.0
108358928	210	20.0
108358929	210	20.0
108358930	240	20.0
108358931	240	20.0
108358932	240	20.0
108358933	156	20.0
108358934	156	20.0
108358935	156	20.0
108358936	156	20.0
108358937	156	20.0
108358938	132	20.0
108358939	132	20.0
108358940	132	20.0
108358941	132	20.0
108358942	132	20.0
108358943	132	20.0
108358944	132	20.0
108358945	132	20.0
108358946	132	20.0
108358947	132	20.0
108358948	132	20.0
108358949	132	20.0
108358950	110	20.0
108358951	110	20.0
108358952	110	20.0
108358953	110	20.0
108358954	132	20.0
108358955	132	20.0
108358956	132	20.0
108358957	132	20.0
108358958	132	20.0
108358959	156	20.0
108358960	156	20.0
108358961	156	20.0
108358962	156	20.0
108358963	156	20.0
108358964	182	20.0
108358965	132	20.0
108358966	132	20.0
108358967	156	20.0
108358968	156	20.0
108358969	132	20.0
108358970	156	20.0
108358971	156	20.0
108358972	156	20.0
108358973	156	20.0
108358974	156	20.0
108358975	156	20.0
108358976	156	20.0
108358977	110	20.0
108358978	110	20.0
108358979	156	20.0
108358980	156	20.0
108358981	156	20.0
108358982	156	20.0
108358983	182	20.0
108358984	182	20.0
108358985	210	20.0
108358986	240	20.0
108358987	272	20.0
108358988	272	20.0
108358989	240	20.0
108358990	240	20.0
108358991	240	20.0
108358992	240	20.0
108358993	210	20.0
108358994	182	20.0
108358995	182	20.0
108358996	182	20.0
108358997	182	20.0
108358998	182	20.0
108358999	182	20.0
108359000	182	20.0
108359001	182	20.0
108359002	156	20.0
108359003	182	20.0
108359004	156	20.0
108359005	156	20.0
108359006	156	20.0
108359007	156	20.0
108359008	156	20.0
108359009	272	20.0
108359010	272	20.0
108359011	272	20.0
108359012	272	20.0
108359013	272	20.0
108359014	272	20.0
108359015	272	20.0
108359016	272	20.0
108359017	272	20.0
108359018	272	20.0
108359019	272	20.0
108359020	272	20.0
108359021	272	20.0
108359022	272	20.0
108359023	272	20.0
108359024	342	20.0
108359025	342	20.0
108359026	342	20.0
108359027	342	20.0
108359028	342	20.0
108359029	272	20.0
108359030	272	20.0
108359031	272	20.0
108359032	272	20.0
108359033	240	20.0
108359034	240	20.0
108359035	240	20.0
108359036	240	20.0
108359037	240	20.0
108359038	240	20.0
108359039	210	20.0
108359040	182	20.0
108359041	182	20.0
108359042	210	20.0
108359043	272	20.0
108359044	272	20.0
108359045	240	20.0
108359046	240	20.0
108359047	272	20.0
108359048	272	20.0
108359049	272	20.0
108359050	272	20.0
108359051	306	20.0
108359052	306	20.0
108359053	342	20.0
108359054	342	20.0
108359055	342	20.0
108359056	342	20.0
108359057	462	20.0
108359058	420	20.0
108359059	420	20.0
108359060	380	20.0
108359061	342	20.0
108359062	380	20.0
108359063	380	20.0
108359064	380	20.0
108359065	380	20.0
108359066	380	20.0
108359067	380	20.0
108359068	380	20.0
108359069	420	20.0
108359070	420	20.0
108359071	462	20.0
108359072	462	20.0
108359073	462	20.0
108359074	462	20.0
108359075	506	20.0
108359076	506	20.0
108359077	506	20.0
108359078	462	20.0
108359079	462	20.0
108359080	462	20.0
108359081	462	20.0
108359082	462	20.0
108359083	272	20.0
108359084	272	20.0
108359085	272	20.0
108359086	272	20.0
108359087	272	20.0
108359088	272	20.0
108359089	272	20.0
108359090	272	20.0
108359091	306	20.0
108359092	306	20.0
108359093	306	20.0
108359094	306	20.0
108359095	306	20.0
108359096	306	20.0
108359097	306	20.0
108359098	306	20.0
108359099	380	20.0
108359100	380	20.0
108359101	380	20.0
108359102	380	20.0
108359103	342	20.0
108359104	342	20.0
108359105	342	20.0
108359106	342	20.0
108359107	342	20.0
108359108	342	20.0
108359109	342	20.0
108359110	342	20.0
108359111	342	20.0
108359112	342	20.0
108359113	342	20.0
108359114	420	20.0
108359115	462	20.0
108359116	462	20.0
108359117	342	20.0
108359118	342	20.0
108359119	342	20.0
108359120	342	20.0
108359121	272	20.0
108359122	240	20.0
108359123	240	20.0
108359124	210	20.0
108359125	182	20.0
108359126	182	20.0
108359127	210	20.0
108359128	210	20.0
108359129	210	20.0
108359130	182	20.0
108359131	182	20.0
108359132	182	20.0
108359133	182	20.0
108359134	156	20.0
108359135	156	20.0
108359136	132	20.0
108359137	132	20.0
108359138	132	20.0
108359139	132	20.0
108359140	132	20.0
108359141	156	20.0
108359142	156	20.0
108359143	156	20.0
108359144	156	20.0
108359145	132	20.0
108359146	132	20.0
108359147	132	20.0
108359148	132	20.0
108359149	110	20.0
108359150	110	20.0
108359151	110	20.0
108359152	110	20.0
108359153	110	20.0
108359154	110	20.0
108359155	110	20.0
108359156	110	20.0
108359157	156	20.0
108359158	132	20.0
108359159	132	20.0
108359160	132	20.0
108359161	132	20.0
108359162	132	20.0
108359163	132	20.0
108359164	156	20.0
108359165	156	20.0
108359166	132	20.0
108359167	132	20.0
108359168	132	20.0
108359169	132	20.0
108359170	132	20.0
108359171	156	20.0
108359172	156	20.0
108359173	110	20.0
108359174	110	20.0
108359175	110	20.0
108359176	110	20.0
108359177	110	20.0
108359178	132	20.0
108359179	132	20.0
108359180	132	20.0
108359181	132	20.0
108359182	132	20.0
108359183	210	20.0
108359184	240	20.0
108359185	240	20.0
108359186	240	20.0
108359187	182	20.0
108359188	182	20.0
108359189	156	20.0
108359190	156	20.0
108359191	156	20.0
108359192	156	20.0
108359193	156	20.0
108359194	182	20.0
108359195	182	20.0
108359196	182	20.0
108359197	182	20.0
108359198	182	20.0
108359199	182	20.0
108359200	182	20.0
108359201	182	20.0
108359202	156	20.0
108359203	156	20.0
108359204	156	20.0
108359205	182	20.0
108359206	210	20.0
108359207	210	20.0
108359208	240	20.0
108359209	240	20.0
108359210	240	20.0
108359211	240	20.0
108359212	240	20.0
108359213	272	20.0
108359214	272	20.0
108359215	240	20.0
108359216	240	20.0
108359217	240	20.0
108359218	240	20.0
108359219	210	20.0
108359220	210	20.0
108359221	210	20.0
108359222	210	20.0
108359223	210	20.0
108359224	210	20.0
108359225	210	20.0
108359226	210	20.0
108359227	210	20.0
108359228	210	20.0
108359229	210	20.0
108359230	210	20.0
108359231	156	20.0
108359232	156	20.0
108359233	156	20.0
108359234	156	20.0
108359235	156	20.0
108359236	156	20.0
108359237	156	20.0
108359238	132	20.0
108359239	132	20.0
108359240	132	20.0
108359241	132	20.0
108359242	132	20.0
108359243	132	20.0
108359244	132	20.0
108359245	110	20.0
108359246	132	20.0
108359247	132	20.0
108359248	132	20.0
108359249	132	20.0
108359250	132	20.0
108359251	110	20.0
108359252	110	20.0
108359253	156	20.0
108359254	156	20.0
108359255	132	20.0
108359256	90	20.0
108359257	90	20.0
108359258	90	20.0
108359259	90	20.0
108359260	110	20.0
108359261	132	20.0
108359262	132	20.0
108359263	132	20.0
108359264	132	20.0
108359265	156	20.0
108359266	182	20.0
108359267	182	20.0
108359268	156	20.0
108359269	182	20.0
108359270	182	20.0
108359271	182	20.0
108359272	182	20.0
108359273	182	20.0
108359274	182	20.0
108359275	182	20.0
108359276	182	20.0
108359277	182	20.0
108359278	156	20.0
108359279	156	20.0
108359280	110	20.0
108359281	110	20.0
108359282	110	20.0
108359283	110	20.0
108359284	132	20.0
108359285	132	20.0
108359286	110	20.0
108359287	110	20.0
108359288	110	20.0
108359289	110	20.0
108359290	110	20.0
108359291	110	20.0
108359292	110	20.0
108359293	110	20.0
108359294	110	20.0
108359295	110	20.0
108359296	110	20.0
108359297	156	20.0
108359298	156	20.0
108359299	156	20.0
108359300	156	20.0
108359301	156	20.0
108359302	156	20.0
108359303	156	20.0
108359304	156	20.0
108359305	156	20.0
108359306	156	20.0
108359307	156	20.0
108359308	156	20.0
108359309	156	20.0
108359310	156	20.0
108359311	156	20.0
108359312	156	20.0
108359313	156	20.0
108359314	182	20.0
108359315	182	20.0
108359316	272	20.0
108359317	272	20.0
108359318	306	20.0
108359319	306	20.0
108359320	272	20.0
108359321	272	20.0
108359322	272	20.0
108359323	272	20.0
108359324	272	20.0
108359325	272	20.0
108359326	306	20.0
108359327	306	20.0
108359328	272	20.0
108359329	272	20.0
108359330	272	20.0
108359331	306	20.0
108359332	306	20.0
108359333	420	20.0
108359334	380	20.0
108359335	306	20.0
108359336	306	20.0
108359337	306	20.0
108359338	306	20.0
108359339	306	20.0
108359340	272	20.0
108359341	272	20.0
108359342	306	20.0
108359343	306	20.0
108359344	272	20.0
108359345	272	20.0
108359346	272	20.0
108359347	342	20.0
108359348	342	20.0
108359349	342	20.0
108359350	342	20.0
108359351	342	20.0
108359352	342	20.0
108359353	342	20.0
108359354	342	20.0
108359355	420	20.0
108359356	380	20.0
108359357	380	20.0
108359358	462	20.0
108359359	462	20.0
108359360	462	20.0
108359361	462	20.0
108359362	552	20.0
108359363	552	20.0
108359364	552	20.0
108359365	600	20.0
108359366	600	20.0
108359367	600	20.0
108359368	600	20.0
108359369	600	20.0
108359370	600	20.0
108359371	506	20.0
108359372	552	20.0
108359373	552	20.0
108359374	552	20.0
108359375	552	20.0
108359376	552	20.0
108359377	552	20.0
108359378	552	20.0
108359379	552	20.0
108359380	552	20.0
108359381	552	20.0
108359382	600	20.0
108359383	600	20.0
108359384	600	20.0
108359385	600	20.0
108359386	600	20.0
108359387	600	20.0
108359388	650	20.0
108359389	600	20.0
108359390	420	20.0
108359391	420	20.0
108359392	420	20.0
108359393	420	20.0
108359394	420	20.0
108359395	462	20.0
108359396	462	20.0
108359397	462	20.0
108359398	552	20.0
108359399	552	20.0
108359400	552	20.0
108359401	506	20.0
108359402	506	20.0
108359403	506	20.0
108359404	462	20.0
108359405	462	20.0
108359406	462	20.0
108359407	342	20.0
108359408	342	20.0
108359409	342	20.0
108359410	342	20.0
108359411	342	20.0
108359412	380	20.0
108359413	342	20.0
108359414	342	20.0
108359415	342	20.0
108359416	342	20.0
108359417	306	20.0
108359418	306	20.0
108359419	306	20.0
108359420	342	20.0
108359421	342	20.0
108359422	272	20.0
108359423	272	20.0
108359424	272	20.0
108359425	272	20.0
108359426	272	20.0
108359427	240	20.0
108359428	210	20.0
108359429	210	20.0
108359430	182	20.0
108359431	182	20.0
108359432	182	20.0
108359433	182	20.0
108359434	182	20.0
108359435	210	20.0
108359436	156	20.0
108359437	156	20.0
108359438	156	20.0
108359439	182	20.0
108359440	156	20.0
108359441	156	20.0
108359442	156	20.0
108359443	156	20.0
108359444	156	20.0
108359445	156	20.0
108359446	156	20.0
108359447	132	20.0
108359448	132	20.0
108359449	132	20.0
108359450	132	20.0
108359451	132	20.0
108359452	132	20.0
108359453	156	20.0
108359454	156	20.0
108359455	156	20.0
108359456	156	20.0
108359457	156	20.0
108359458	156	20.0
108359459	156	20.0
108359460	156	20.0
108359461	156	20.0
108359462	132	20.0
108359463	156	20.0
108359464	156	20.0
108359465	156	20.0
108359466	182	20.0
108359467	182	20.0
108359468	210	20.0
108359469	210	20.0
108359470	182	20.0
108359471	272	20.0
108359472	240	20.0
108359473	240	20.0
108359474	210	20.0
108359475	210	20.0
108359476	240	20.0
108359477	240	20.0
108359478	240	20.0
108359479	240	20.0
108359480	240	20.0
108359481	240	20.0
108359482	240	20.0
108359483	240	20.0
108359484	240	20.0
108359485	240	20.0
108359486	210	20.0
108359487	210	20.0
108359488	240	20.0
108359489	306	20.0
108359490	306	20.0
108359491	306	20.0
108359492	306	20.0
108359493	306	20.0
108359494	306	20.0
108359495	342	20.0
108359496	342	20.0
108359497	342	20.0
108359498	342	20.0
108359499	342	20.0
108359500	342	20.0
108359501	342	20.0
108359502	342	20.0
108359503	342	20.0
108359504	342	20.0
108359505	552	20.0
108359506	506	20.0
108359507	506	20.0
108359508	506	20.0
108359509	600	20.0
108359510	650	20.0
108359511	702	20.0
108359512	702	20.0
108359513	650	20.0
108359514	650	20.0
108359515	650	20.0
108359516	650	20.0
108359517	650	20.0
108359518	650	20.0
108359519	650	20.0
108359520	650	20.0
108359521	650	20.0
108359522	650	20.0
108359523	650	20.0
108359524	756	20.0
108359525	756	20.0
108359526	756	20.0
108359527	702	20.0
108359528	702	20.0
108359529	702	20.0
108359530	702	20.0
108359531	702	20.0
108359532	702	20.0
108359533	702	20.0
108359534	702	20.0
108359535	702	20.0
108359536	702	20.0
108359537	650	20.0
108359538	600	20.0
108359539	600	20.0
108359540	756	20.0
108359541	756	20.0
108359542	702	20.0
108359543	702	20.0
108359544	702	20.0
108359545	702	20.0
108359546	552	20.0
108359547	506	20.0
108359548	506	20.0
108359549	552	20.0
108359550	506	20.0
108359551	506	20.0
108359552	506	20.0
108359553	506	20.0
108359554	506	20.0
108359555	506	20.0
108359556	506	20.0
108359557	462	20.0
108359558	462	20.0
108359559	462	20.0
108359560	552	20.0
108359561	506	20.0
108359562	462	20.0
108359563	342	20.0
108359564	342	20.0
108359565	380	20.0
108359566	420	20.0
108359567	462	20.0
108359568	462	20.0
108359569	462	20.0
108359570	462	20.0
108359571	506	20.0
108359572	506	20.0
108359573	506	20.0
108359574	506	20.0
108359575	506	20.0
108359576	506	20.0
108359577	506	20.0
108359578	506	20.0
108359579	506	20.0
108359580	342	20.0
108359581	342	20.0
108359582	342	20.0
108359583	306	20.0
108359584	240	20.0
108359585	240	20.0
108359586	240	20.0
108359587	272	20.0
108359588	272	20.0
108359589	342	20.0
108359590	462	20.0
108359591	462	20.0
108359592	462	20.0
108359593	420	20.0
108359594	420	20.0
108359595	462	20.0
108359596	462	20.0
108359597	552	20.0
108359598	506	20.0
108359599	552	20.0
108359600	552	20.0
108359601	552	20.0
108359602	552	20.0
108359603	552	20.0
108359604	552	20.0
108359605	552	20.0
108359606	506	20.0
108359607	506	20.0
108359608	506	20.0
108359609	506	20.0
108359610	506	20.0
108359611	552	20.0
108359612	552	20.0
108359613	506	20.0
108359614	420	20.0
108359615	462	20.0
108359616	462	20.0
108359617	462	20.0
108359618	506	20.0
108359619	506	20.0
108359620	506	20.0
108359621	506	20.0
108359622	506	20.0
108359623	462	20.0
108359624	462	20.0
108359625	462	20.0
108359626	462	20.0
108359627	462	20.0
108359628	506	20.0
108359629	506	20.0
108359630	650	20.0
108359631	756	20.0
108359632	756	20.0
108359633	702	20.0
108359634	650	20.0
108359635	650	20.0
108359636	650	20.0
108359637	650	20.0
108359638	650	20.0
108359639	650	20.0
108359640	650	20.0
108359641	600	20.0
108359642	600	20.0
108359643	552	20.0
108359644	600	20.0
108359645	600	20.0
108359646	600	20.0
108359647	600	20.0
108359648	600	20.0
108359649	600	20.0
108359650	600	20.0
108359651	600	20.0
108359652	600	20.0
108359653	600	20.0
108359654	702	20.0
108359655	702	20.0
108359656	600	20.0
108359657	650	20.0
108359658	650	20.0
108359659	650	20.0
108359660	650	20.0
108359661	600	20.0
108359662	650	20.0
108359663	600	20.0
108359664	506	20.0
108359665	552	20.0
108359666	506	20.0
108359667	506	20.0
108359668	506	20.0
108359669	506	20.0
108359670	506	20.0
108359671	506	20.0
108359672	420	20.0
108359673	462	20.0
108359674	462	20.0
108359675	462	20.0
108359676	462	20.0
108359677	462	20.0
108359678	462	20.0
108359679	462	20.0
108359680	462	20.0
108359681	506	20.0
108359682	506	20.0
108359683	506	20.0
108359684	462	20.0
108359685	462	20.0
108359686	462	20.0
108359687	462	20.0
108359688	420	20.0
108359689	420	20.0
108359690	420	20.0
108359691	420	20.0
108359692	380	20.0
108359693	380	20.0
108359694	380	20.0
108359695	380	20.0
108359696	380	20.0
108359697	380	20.0
108359698	380	20.0
108359699	380	20.0
108359700	380	20.0
108359701	380	20.0
108359702	342	20.0
108359703	342	20.0
108359704	380	20.0
108359705	380	20.0
108359706	342	20.0
108359707	342	20.0
108359708	342	20.0
108359709	380	20.0
108359710	380	20.0
108359711	380	20.0
108359712	380	20.0
108359713	342	20.0
108359714	380	20.0
108359715	380	20.0
108359716	380	20.0
108359717	380	20.0
108359718	380	20.0
108359719	342	20.0
108359720	306	20.0
108359721	342	20.0
108359722	380	20.0
108359723	420	20.0
108359724	420	20.0
108359725	420	20.0
108359726	420	20.0
108359727	420	20.0
108359728	420	20.0
108359729	306	20.0
108359730	306	20.0
108359731	306	20.0
108359732	306	20.0
108359733	306	20.0
108359734	272	20.0
108359735	272	20.0
108359736	380	20.0
108359737	342	20.0
108359738	342	20.0
108359739	306	20.0
108359740	306	20.0
108359741	306	20.0
108359742	306	20.0
108359743	462	20.0
108359744	462	20.0
108359745	420	20.0
108359746	420	20.0
108359747	380	20.0
108359748	420	20.0
108359749	420	20.0
108359750	420	20.0
108359751	420	20.0
108359752	420	20.0
108359753	420	20.0
108359754	420	20.0
108359755	420	20.0
108359756	380	20.0
108359757	380	20.0
108359758	420	20.0
108359759	420	20.0
108359760	420	20.0
108359761	420	20.0
108359762	420	20.0
108359763	420	20.0
108359764	420	20.0
108359765	420	20.0
108359766	420	20.0
108359767	462	20.0
108359768	462	20.0
108359769	462	20.0
108359770	552	20.0
108359771	650	20.0
108359772	650	20.0
108359773	650	20.0
108359774	650	20.0
108359775	650	20.0
108359776	650	20.0
108359777	600	20.0
108359778	342	20.0
108359779	380	20.0
108359780	380	20.0
108359781	342	20.0
108359782	342	20.0
108359783	380	20.0
108359784	380	20.0
108359785	380	20.0
108359786	462	20.0
108359787	462	20.0
108359788	420	20.0
108359789	380	20.0
108359790	380	20.0
108359791	462	20.0
108359792	462	20.0
108359793	462	20.0
108359794	462	20.0
108359795	420	20.0
108359796	420	20.0
108359797	380	20.0
108359798	420	20.0
108359799	420	20.0
108359800	420	20.0
108359801	552	20.0
108359802	552	20.0
108359803	552	20.0
108359804	552	20.0
108359805	552	20.0
108359806	552	20.0
108359807	552	20.0
108359808	600	20.0
108359809	600	20.0
108359810	600	20.0
108359811	552	20.0
108359812	552	20.0
108359813	552	20.0
108359814	552	20.0
108359815	552	20.0
108359816	552	20.0
108359817	380	20.0
108359818	380	20.0
108359819	380	20.0
108359820	380	20.0
108359821	506	20.0
108359822	506	20.0
108359823	506	20.0
108359824	506	20.0
108359825	552	20.0
108359826	552	20.0
108359827	600	20.0
108359828	650	20.0
108359829	650	20.0
108359830	650	20.0
108359831	650	20.0
108359832	600	20.0
108359833	600	20.0
108359834	600	20.0
108359835	600	20.0
108359836	506	20.0
108359837	600	20.0
108359838	600	20.0
108359839	650	20.0
108359840	650	20.0
108359841	650	20.0
108359842	552	20.0
108359843	552	20.0
108359844	506	20.0
108359845	552	20.0
108359846	462	20.0
108359847	462	20.0
108359848	462	20.0
108359849	462	20.0
108359850	462	20.0
108359851	462	20.0
108359852	420	20.0
108359853	420	20.0
108359854	420	20.0
108359855	420	20.0
108359856	420	20.0
108359857	380	20.0
108359858	420	20.0
108359859	420	20.0
108359860	420	20.0
108359861	420	20.0
108359862	420	20.0
108359863	420	20.0
108359864	420	20.0
108359865	342	20.0
108359866	420	20.0
108359867	420	20.0
108359868	462	20.0
108359869	420	20.0
108359870	420	20.0
108359871	420	20.0
108359872	380	20.0
108359873	380	20.0
108359874	380	20.0
108359875	210	20.0
108359876	240	20.0
108359877	240	20.0
108359878	240	20.0
108359879	240	20.0
108359880	240	20.0
108359881	240	20.0
108359882	306	20.0
108359883	342	20.0
108359884	342	20.0
108359885	380	20.0
108359886	380	20.0
108359887	380	20.0
108359888	380	20.0
108359889	380	20.0
108359890	380	20.0
108359891	380	20.0
108359892	380	20.0
108359893	380	20.0
108359894	462	20.0
108359895	420	20.0
108359896	306	20.0
108359897	306	20.0
108359898	342	20.0
108359899	306	20.0
108359900	272	20.0
108359901	272	20.0
108359902	240	20.0
108359903	240	20.0
108359904	240	20.0
108359905	240	20.0
108359906	240	20.0
108359907	240	20.0
108359908	272	20.0
108359909	272	20.0
108359910	306	20.0
108359911	306	20.0
108359912	272	20.0
108359913	272	20.0
108359914	272	20.0
108359915	272	20.0
108359916	272	20.0
108359917	306	20.0
108359918	306	20.0
108359919	272	20.0
108359920	272	20.0
108359921	272	20.0
108359922	306	20.0
108359923	306	20.0
108359924	342	20.0
108359925	380	20.0
108359926	380	20.0
108359927	380	20.0
108359928	380	20.0
108359929	380	20.0
108359930	380	20.0
108359931	380	20.0
108359932	380	20.0
108359933	380	20.0
108359934	380	20.0
108359935	380	20.0
108359936	380	20.0
108359937	420	20.0
108359938	420	20.0
108359939	342	20.0
108359940	342	20.0
108359941	342	20.0
108359942	342	20.0
108359943	306	20.0
108359944	306	20.0
108359945	342	20.0
108359946	342	20.0
108359947	342	20.0
108359948	342	20.0
108359949	342	20.0
108359950	420	20.0
108359951	420	20.0
108359952	506	20.0
108359953	506	20.0
108359954	650	20.0
108359955	552	20.0
108359956	462	20.0
108359957	462	20.0
108359958	462	20.0
108359959	506	20.0
108359960	462	20.0
108359961	462	20.0
108359962	462	20.0
108359963	462	20.0
108359964	462	20.0
108359965	462	20.0
108359966	600	20.0
108359967	506	20.0
108359968	506	20.0
108359969	506	20.0
108359970	506	20.0
108359971	506	20.0
108359972	552	20.0
108359973	506	20.0
108359974	506	20.0
108359975	506	20.0
108359976	506	20.0
108359977	506	20.0
108359978	552	20.0
108359979	600	20.0
108359980	600	20.0
108359981	600	20.0
108359982	552	20.0
108359983	552	20.0
108359984	552	20.0
108359985	506	20.0
108359986	552	20.0
108359987	552	20.0
108359988	552	20.0
108359989	600	20.0
108359990	600	20.0
108359991	600	20.0
108359992	552	20.0
108359993	650	20.0
108359994	650	20.0
108359995	650	20.0
108359996	552	20.0
108359997	506	20.0
108359998	506	20.0
108359999	506	20.0
108360000	552	20.0
108360001	552	20.0
108360002	552	20.0
108360003	552	20.0
108360004	600	20.0
108360005	650	20.0
108360006	650	20.0
108360007	600	20.0
108360008	600	20.0
108360009	600	20.0
108360010	600	20.0
108360011	552	20.0
108360012	552	20.0
108360013	552	20.0
108360014	552	20.0
108360015	600	20.0
108360016	600	20.0
108360017	600	20.0
108360018	600	20.0
108360019	552	20.0
108360020	552	20.0
108360021	552	20.0
108360022	650	20.0
108360023	650	20.0
108360024	506	20.0
108360025	506	20.0
108360026	420	20.0
108360027	462	20.0
108360028	342	20.0
108360029	342	20.0
108360030	342	20.0
108360031	462	20.0
108360032	462	20.0
108360033	420	20.0
108360034	420	20.0
108360035	420	20.0
108360036	420	20.0
108360037	420	20.0
108360038	420	20.0
108360039	420	20.0
108360040	306	20.0
108360041	306	20.0
108360042	306	20.0
108360043	306	20.0
108360044	306	20.0
108360045	306	20.0
108360046	272	20.0
108360047	272	20.0
108360048	272	20.0
108360049	272	20.0
108360050	306	20.0
108360051	272	20.0
108360052	272	20.0
108360053	240	20.0
108360054	240	20.0
108360055	272	20.0
108360056	272	20.0
108360057	272	20.0
108360058	272	20.0
108360059	272	20.0
108360060	306	20.0
108360061	272	20.0
108360062	272	20.0
108360063	272	20.0
108360064	240	20.0
108360065	240	20.0
108360066	182	20.0
108360067	182	20.0
108360068	240	20.0
108360069	240	20.0
108360070	240	20.0
108360071	240	20.0
108360072	240	20.0
108360073	240	20.0
108360074	240	20.0
108360075	240	20.0
108360076	240	20.0
108360077	306	20.0
108360078	306	20.0
108360079	272	20.0
108360080	272	20.0
108360081	306	20.0
108360082	306	20.0
108360083	306	20.0
108360084	306	20.0
108360085	306	20.0
108360086	342	20.0
108360087	342	20.0
108360088	342	20.0
108360089	306	20.0
108360090	306	20.0
108360091	342	20.0
108360092	342	20.0
108360093	342	20.0
108360094	342	20.0
108360095	306	20.0
108360096	306	20.0
108360097	272	20.0
108360098	272	20.0
108360099	272	20.0
108360100	272	20.0
108360101	240	20.0
108360102	240	20.0
108360103	240	20.0
108360104	156	20.0
108360105	156	20.0
108360106	182	20.0
108360107	182	20.0
108360108	182	20.0
108360109	182	20.0
108360110	182	20.0
108360111	182	20.0
108360112	182	20.0
108360113	182	20.0
108360114	210	20.0
108360115	210	20.0
108360116	210	20.0
108360117	210	20.0
108360118	240	20.0
108360119	240	20.0
108360120	240	20.0
108360121	240	20.0
108360122	240	20.0
108360123	210	20.0
108360124	210	20.0
108360125	272	20.0
108360126	272	20.0
108360127	272	20.0
108360128	240	20.0
108360129	240	20.0
108360130	240	20.0
108360131	306	20.0
108360132	306	20.0
108360133	306	20.0
108360134	306	20.0
108360135	272	20.0
108360136	272	20.0
108360137	272	20.0
108360138	272	20.0
108360139	272	20.0
108360140	272	20.0
108360141	420	20.0
108360142	380	20.0
108360143	342	20.0
108360144	342	20.0
108360145	506	20.0
108360146	506	20.0
108360147	552	20.0
108360148	552	20.0
108360149	552	20.0
108360150	506	20.0
108360151	506	20.0
108360152	420	20.0
108360153	420	20.0
108360154	380	20.0
108360155	380	20.0
108360156	462	20.0
108360157	462	20.0
108360158	506	20.0
108360159	506	20.0
108360160	506	20.0
108360161	462	20.0
108360162	462	20.0
108360163	462	20.0
108360164	420	20.0
108360165	420	20.0
108360166	420	20.0
108360167	420	20.0
108360168	420	20.0
108360169	420	20.0
108360170	506	20.0
108360171	506	20.0
108360172	506	20.0
108360173	506	20.0
108360174	506	20.0
108360175	506	20.0
108360176	506	20.0
108360177	552	20.0
108360178	506	20.0
108360179	506	20.0
108360180	506	20.0
108360181	506	20.0
108360182	506	20.0
108360183	506	20.0
108360184	506	20.0
108360185	506	20.0
108360186	506	20.0
108360187	506	20.0
108360188	600	20.0
108360189	600	20.0
108360190	600	20.0
108360191	600	20.0
108360192	552	20.0
108360193	600	20.0
108360194	600	20.0
108360195	600	20.0
108360196	702	20.0
108360197	702	20.0
108360198	600	20.0
108360199	506	20.0
108360200	600	20.0
108360201	600	20.0
108360202	600	20.0
108360203	650	20.0
108360204	650	20.0
108360205	552	20.0
108360206	756	20.0
108360207	756	20.0
108360208	812	20.0
108360209	812	20.0
108360210	812	20.0
108360211	812	20.0
108360212	812	20.0
108360213	812	20.0
108360214	870	20.0
108360215	600	20.0
108360216	600	20.0
108360217	342	20.0
108360218	342	20.0
108360219	342	20.0
108360220	342	20.0
108360221	342	20.0
108360222	342	20.0
108360223	342	20.0
108360224	342	20.0
108360225	342	20.0
108360226	380	20.0
108360227	420	20.0
108360228	420	20.0
108360229	420	20.0
108360230	420	20.0
108360231	380	20.0
108360232	380	20.0
108360233	380	20.0
108360234	420	20.0
108360235	462	20.0
108360236	462	20.0
108360237	462	20.0
108360238	462	20.0
108360239	462	20.0
108360240	462	20.0
108360241	462	20.0
108360242	462	20.0
108360243	462	20.0
108360244	462	20.0
108360245	506	20.0
108360246	506	20.0
108360247	506	20.0
108360248	506	20.0
108360249	506	20.0
108360250	506	20.0
108360251	506	20.0
108360252	506	20.0
108360253	552	20.0
108360254	552	20.0
108360255	552	20.0
108360256	552	20.0
108360257	552	20.0
108360258	552	20.0
108360259	552	20.0
108360260	650	20.0
108360261	506	20.0
108360262	506	20.0
108360263	506	20.0
108360264	506	20.0
108360265	506	20.0
